"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2028","@checklist 2. Heading levels are in a logical order","lau-chromium","Thu Jul 31 14:53:08 BST 2025","passed","Thu Jul 31 14:53:10 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2614","@checklist 6. Page Title is unique","lau-firefox","Thu Jul 31 14:53:54 BST 2025","passed","Thu Jul 31 14:53:57 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2101","@checklist 4. Page Title not missing","lau-chrome","Thu Jul 31 14:54:12 BST 2025","passed","Thu Jul 31 14:54:15 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3153","@checklist 10. Correct language","lau-firefox","Thu Jul 31 14:53:56 BST 2025","passed","Thu Jul 31 14:53:59 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2691","@checklist 8. Links open in new tab","lau-safari","Thu Jul 31 14:53:23 BST 2025","passed","Thu Jul 31 14:53:26 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2576","@checklist 10. Correct language","lau-edge","Thu Jul 31 14:54:20 BST 2025","passed","Thu Jul 31 14:54:22 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2100","@checklist 5. Page Title is descriptive","lau-edge","Thu Jul 31 14:54:31 BST 2025","passed","Thu Jul 31 14:54:33 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2874","@checklist 1. Headings are visually distinct","lau-firefox","Thu Jul 31 14:53:38 BST 2025","passed","Thu Jul 31 14:53:41 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2376","@checklist 1. Headings are visually distinct","lau-safari","Thu Jul 31 14:53:28 BST 2025","passed","Thu Jul 31 14:53:31 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2256","@checklist 3. Skip to main content link","lau-chrome","Thu Jul 31 14:54:03 BST 2025","passed","Thu Jul 31 14:54:05 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2578","@checklist 1. Headings are visually distinct","lau-firefox","Thu Jul 31 14:53:48 BST 2025","passed","Thu Jul 31 14:53:50 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","3053","@checklist 10. Correct language","lau-iphone","Thu Jul 31 14:55:04 BST 2025","passed","Thu Jul 31 14:55:07 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3234","@checklist 8. Links open in new tab","lau-chromium","Thu Jul 31 14:53:18 BST 2025","passed","Thu Jul 31 14:53:21 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2411","@checklist 4. Page Title not missing","lau-chromium","Thu Jul 31 14:53:13 BST 2025","passed","Thu Jul 31 14:53:16 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2645","@checklist 10. Correct language","lau-chrome","Thu Jul 31 14:54:05 BST 2025","passed","Thu Jul 31 14:54:08 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2015","@checklist 5. Page Title is descriptive","lau-iphone","Thu Jul 31 14:54:48 BST 2025","passed","Thu Jul 31 14:54:50 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2484","@checklist 8. Links open in new tab","lau-edge","Thu Jul 31 14:54:28 BST 2025","passed","Thu Jul 31 14:54:30 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2317","@checklist 4. Page Title not missing","lau-chrome","Thu Jul 31 14:54:04 BST 2025","passed","Thu Jul 31 14:54:06 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","3355","@checklist @smoke 11. Error handling (LAU-1148)","lau-chrome","Thu Jul 31 14:54:02 BST 2025","passed","Thu Jul 31 14:54:05 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2320","@checklist 2. Heading levels are in a logical order","lau-safari","Thu Jul 31 14:53:34 BST 2025","passed","Thu Jul 31 14:53:36 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3214","@checklist 7. Colour contrast","lau-chromium","Thu Jul 31 14:53:15 BST 2025","passed","Thu Jul 31 14:53:18 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2107","@checklist 1. Headings are visually distinct","lau-chrome","Thu Jul 31 14:54:02 BST 2025","passed","Thu Jul 31 14:54:04 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2501","@checklist 8. Links open in new tab","lau-firefox","Thu Jul 31 14:53:46 BST 2025","passed","Thu Jul 31 14:53:48 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2708","@checklist 3. Skip to main content link","lau-firefox","Thu Jul 31 14:53:39 BST 2025","passed","Thu Jul 31 14:53:42 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2962","@checklist 9. Links are unique","lau-safari","Thu Jul 31 14:53:23 BST 2025","passed","Thu Jul 31 14:53:26 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","3029","@checklist @smoke 11. Error handling (LAU-1148)","lau-chromium","Thu Jul 31 14:53:19 BST 2025","passed","Thu Jul 31 14:53:22 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2267","@checklist 4. Page Title not missing","lau-safari","Thu Jul 31 14:53:35 BST 2025","passed","Thu Jul 31 14:53:37 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2126","@checklist 1. Headings are visually distinct","lau-edge","Thu Jul 31 14:54:29 BST 2025","passed","Thu Jul 31 14:54:31 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2396","@checklist 4. Page Title not missing","lau-iphone","Thu Jul 31 14:55:02 BST 2025","passed","Thu Jul 31 14:55:04 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2777","@checklist 3. Skip to main content link","lau-chromium","Thu Jul 31 14:53:13 BST 2025","passed","Thu Jul 31 14:53:16 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2904","@checklist 10. Correct language","lau-edge","Thu Jul 31 14:54:28 BST 2025","passed","Thu Jul 31 14:54:31 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2383","@checklist 3. Skip to main content link","lau-firefox","Thu Jul 31 14:53:54 BST 2025","passed","Thu Jul 31 14:53:56 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2577","@checklist 5. Page Title is descriptive","lau-firefox","Thu Jul 31 14:53:54 BST 2025","passed","Thu Jul 31 14:53:57 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","5241","@checklist 7. Colour contrast","lau-firefox","Thu Jul 31 14:53:54 BST 2025","passed","Thu Jul 31 14:54:00 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3357","@checklist @smoke 11. Error handling (LAU-1148)","lau-iphone","Thu Jul 31 14:54:55 BST 2025","passed","Thu Jul 31 14:54:58 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","1962","@checklist 3. Skip to main content link","lau-chromium","Thu Jul 31 14:53:09 BST 2025","passed","Thu Jul 31 14:53:11 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2738","@checklist 10. Correct language","lau-ipad","Thu Jul 31 14:55:10 BST 2025","passed","Thu Jul 31 14:55:13 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","4057","@checklist 7. Colour contrast","lau-chrome","Thu Jul 31 14:54:09 BST 2025","passed","Thu Jul 31 14:54:13 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2973","@checklist 10. Correct language","lau-iphone","Thu Jul 31 14:54:59 BST 2025","passed","Thu Jul 31 14:55:02 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","3269","@checklist 10. Correct language","lau-firefox","Thu Jul 31 14:53:47 BST 2025","passed","Thu Jul 31 14:53:50 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","5427","@checklist 7. Colour contrast","lau-ipad","Thu Jul 31 14:55:25 BST 2025","passed","Thu Jul 31 14:55:30 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3056","@checklist 9. Links are unique","lau-safari","Thu Jul 31 14:53:28 BST 2025","passed","Thu Jul 31 14:53:31 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2330","@checklist 1. Headings are visually distinct","lau-firefox","Thu Jul 31 14:53:52 BST 2025","passed","Thu Jul 31 14:53:54 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","1943","@checklist 5. Page Title is descriptive","lau-edge","Thu Jul 31 14:54:18 BST 2025","passed","Thu Jul 31 14:54:19 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","3913","@checklist 7. Colour contrast","lau-ipad","Thu Jul 31 14:55:19 BST 2025","passed","Thu Jul 31 14:55:23 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2011","@checklist 5. Page Title is descriptive","lau-ipad","Thu Jul 31 14:55:13 BST 2025","passed","Thu Jul 31 14:55:15 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2459","@checklist 5. Page Title is descriptive","lau-edge","Thu Jul 31 14:54:22 BST 2025","passed","Thu Jul 31 14:54:25 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2731","@checklist 4. Page Title not missing","lau-edge","Thu Jul 31 14:54:26 BST 2025","passed","Thu Jul 31 14:54:29 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2615","@checklist @smoke 11. Error handling (LAU-1148)","lau-firefox","Thu Jul 31 14:53:56 BST 2025","passed","Thu Jul 31 14:53:59 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2230","@checklist 2. Heading levels are in a logical order","lau-edge","Thu Jul 31 14:54:29 BST 2025","passed","Thu Jul 31 14:54:32 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2056","@checklist 5. Page Title is descriptive","lau-safari","Thu Jul 31 14:53:22 BST 2025","passed","Thu Jul 31 14:53:24 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2538","@checklist 1. Headings are visually distinct","lau-ipad","Thu Jul 31 14:55:06 BST 2025","passed","Thu Jul 31 14:55:08 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2439","@checklist 3. Skip to main content link","lau-firefox","Thu Jul 31 14:53:48 BST 2025","passed","Thu Jul 31 14:53:51 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2431","@checklist 8. Links open in new tab","lau-safari","Thu Jul 31 14:53:27 BST 2025","passed","Thu Jul 31 14:53:30 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2652","@checklist 10. Correct language","lau-chrome","Thu Jul 31 14:54:10 BST 2025","passed","Thu Jul 31 14:54:13 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2551","@checklist 4. Page Title not missing","lau-safari","Thu Jul 31 14:53:30 BST 2025","passed","Thu Jul 31 14:53:33 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2208","@checklist 4. Page Title not missing","lau-edge","Thu Jul 31 14:54:22 BST 2025","passed","Thu Jul 31 14:54:24 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2695","@checklist 3. Skip to main content link","lau-ipad","Thu Jul 31 14:55:22 BST 2025","passed","Thu Jul 31 14:55:25 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","1848","@checklist 5. Page Title is descriptive","lau-chrome","Thu Jul 31 14:54:00 BST 2025","passed","Thu Jul 31 14:54:02 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2661","@checklist 6. Page Title is unique","lau-edge","Thu Jul 31 14:54:27 BST 2025","passed","Thu Jul 31 14:54:29 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2982","@checklist 5. Page Title is descriptive","lau-chromium","Thu Jul 31 14:53:09 BST 2025","passed","Thu Jul 31 14:53:12 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","4138","@checklist 7. Colour contrast","lau-safari","Thu Jul 31 14:53:22 BST 2025","passed","Thu Jul 31 14:53:26 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2434","@checklist @smoke 11. Error handling (LAU-1148)","lau-firefox","Thu Jul 31 14:53:47 BST 2025","passed","Thu Jul 31 14:53:50 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","1927","@checklist 1. Headings are visually distinct","lau-chromium","Thu Jul 31 14:53:16 BST 2025","passed","Thu Jul 31 14:53:18 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2590","@checklist @smoke 11. Error handling (LAU-1148)","lau-safari","Thu Jul 31 14:53:28 BST 2025","passed","Thu Jul 31 14:53:31 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2604","@checklist @smoke 11. Error handling (LAU-1148)","lau-edge","Thu Jul 31 14:54:24 BST 2025","passed","Thu Jul 31 14:54:27 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2306","@checklist 8. Links open in new tab","lau-ipad","Thu Jul 31 14:55:15 BST 2025","passed","Thu Jul 31 14:55:17 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2618","@checklist 9. Links are unique","lau-safari","Thu Jul 31 14:53:36 BST 2025","passed","Thu Jul 31 14:53:39 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","4185","@checklist 7. Colour contrast","lau-edge","Thu Jul 31 14:54:23 BST 2025","passed","Thu Jul 31 14:54:27 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2210","@checklist 6. Page Title is unique","lau-chromium","Thu Jul 31 14:53:14 BST 2025","passed","Thu Jul 31 14:53:17 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2460","@checklist 4. Page Title not missing","lau-safari","Thu Jul 31 14:53:26 BST 2025","passed","Thu Jul 31 14:53:28 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","4161","@checklist 7. Colour contrast","lau-iphone","Thu Jul 31 14:54:43 BST 2025","passed","Thu Jul 31 14:54:47 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2517","@checklist 2. Heading levels are in a logical order","lau-edge","Thu Jul 31 14:54:16 BST 2025","passed","Thu Jul 31 14:54:19 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2656","@checklist 6. Page Title is unique","lau-firefox","Thu Jul 31 14:53:50 BST 2025","passed","Thu Jul 31 14:53:53 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2925","@checklist 10. Correct language","lau-safari","Thu Jul 31 14:53:28 BST 2025","passed","Thu Jul 31 14:53:31 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2363","@checklist 9. Links are unique","lau-chrome","Thu Jul 31 14:54:14 BST 2025","passed","Thu Jul 31 14:54:17 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2264","@checklist 1. Headings are visually distinct","lau-chromium","Thu Jul 31 14:53:12 BST 2025","passed","Thu Jul 31 14:53:15 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2830","@checklist 1. Headings are visually distinct","lau-edge","Thu Jul 31 14:54:25 BST 2025","passed","Thu Jul 31 14:54:28 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","6043","@checklist 7. Colour contrast","lau-iphone","Thu Jul 31 14:55:02 BST 2025","passed","Thu Jul 31 14:55:09 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","1841","@checklist 5. Page Title is descriptive","lau-iphone","Thu Jul 31 14:54:52 BST 2025","passed","Thu Jul 31 14:54:54 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2462","@checklist 3. Skip to main content link","lau-edge","Thu Jul 31 14:54:26 BST 2025","passed","Thu Jul 31 14:54:28 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2783","@checklist 2. Heading levels are in a logical order","lau-firefox","Thu Jul 31 14:53:39 BST 2025","passed","Thu Jul 31 14:53:42 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2640","@checklist 4. Page Title not missing","lau-firefox","Thu Jul 31 14:53:40 BST 2025","passed","Thu Jul 31 14:53:42 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","1988","@checklist 5. Page Title is descriptive","lau-chromium","Thu Jul 31 14:53:05 BST 2025","passed","Thu Jul 31 14:53:07 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2127","@checklist 6. Page Title is unique","lau-chromium","Thu Jul 31 14:53:18 BST 2025","passed","Thu Jul 31 14:53:20 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2279","@checklist @smoke 11. Error handling (LAU-1148)","lau-chromium","Thu Jul 31 14:53:12 BST 2025","passed","Thu Jul 31 14:53:14 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2180","@checklist 5. Page Title is descriptive","lau-safari","Thu Jul 31 14:53:26 BST 2025","passed","Thu Jul 31 14:53:28 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","3384","@checklist 8. Links open in new tab","lau-edge","Thu Jul 31 14:54:31 BST 2025","passed","Thu Jul 31 14:54:35 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3043","@checklist 6. Page Title is unique","lau-ipad","Thu Jul 31 14:55:09 BST 2025","passed","Thu Jul 31 14:55:12 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2312","@checklist @smoke 11. Error handling (LAU-1148)","lau-edge","Thu Jul 31 14:54:33 BST 2025","passed","Thu Jul 31 14:54:35 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","1965","@checklist 8. Links open in new tab","lau-ipad","Thu Jul 31 14:55:09 BST 2025","passed","Thu Jul 31 14:55:11 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2687","@checklist 9. Links are unique","lau-iphone","Thu Jul 31 14:55:03 BST 2025","passed","Thu Jul 31 14:55:06 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2322","@checklist @smoke 11. Error handling (LAU-1148)","lau-firefox","Thu Jul 31 14:53:51 BST 2025","passed","Thu Jul 31 14:53:54 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2584","@checklist 9. Links are unique","lau-ipad","Thu Jul 31 14:55:15 BST 2025","passed","Thu Jul 31 14:55:17 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","3219","@checklist 6. Page Title is unique","lau-chrome","Thu Jul 31 14:54:00 BST 2025","passed","Thu Jul 31 14:54:03 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2770","@checklist 3. Skip to main content link","lau-edge","Thu Jul 31 14:54:30 BST 2025","passed","Thu Jul 31 14:54:33 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2320","@checklist 8. Links open in new tab","lau-chrome","Thu Jul 31 14:54:00 BST 2025","passed","Thu Jul 31 14:54:03 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","3427","@checklist 7. Colour contrast","lau-safari","Thu Jul 31 14:53:27 BST 2025","passed","Thu Jul 31 14:53:30 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2263","@checklist @smoke 11. Error handling (LAU-1148)","lau-safari","Thu Jul 31 14:53:24 BST 2025","passed","Thu Jul 31 14:53:26 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2734","@checklist 9. Links are unique","lau-chrome","Thu Jul 31 14:54:05 BST 2025","passed","Thu Jul 31 14:54:08 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","1965","@checklist 5. Page Title is descriptive","lau-safari","Thu Jul 31 14:53:31 BST 2025","passed","Thu Jul 31 14:53:33 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2229","@checklist 5. Page Title is descriptive","lau-ipad","Thu Jul 31 14:55:08 BST 2025","passed","Thu Jul 31 14:55:10 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","3148","@checklist 6. Page Title is unique","lau-firefox","Thu Jul 31 14:53:45 BST 2025","passed","Thu Jul 31 14:53:48 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
